Sl no.,AX ID,Workshop Names,Location,Country,Agent,Corporate Type
1318,AX1769748723170,BALAJI AUTOMOTIVE,BANGALORE,India,Basava,BOSCH
1319,AX1769579363520,CHANDANA CAR CARE,Bangalore,India,Basava,BOSCH
1320,AX1769690049857,PLATINUM MOTORS,Bangalore,India,Basava,BOSCH
1321,AX1769579526897,G MOTORS BY GIRWALA,RAJULA,India,Kavya,BOSCH
1322,AX1771390921263,HINDURAJ MOTORS,Chhatrapati Sambhaji Nagar,India,Kavya,BOSCH
1323,AX1770294884282,ROYAL RIMS LLP,BADLAPUR,India,Kavya,BOSCH
1324,AX1770987310683,HIGHWAY AUTOMOBILE,Delhi,India,Kavya,BOSCH
1325,AX1769747746926,GARUD MOTORS,Bareilly,India,Kavya,BOSCH
1326,AX1769490367772,SPARK AUTO CARE,Visakhapatnam,India,Rakesh,General
1327,AX1769491264794,TURN 1 SERVICE CENTER شركة ترن ون لإصلاح ميكانيكا السيارات ذ.م.م,Kuwait,Kuwait,Sigod,General
1328,AX1769511038177,PALKI AUTO CARE,Kolkata,India,Veeresh,General
1329,AX1770125084645,RUDRA AUTOMOBILES,Muzaffarnagar,India,Rakesh,BOSCH
1330,AX1770640596098,BHAT MOTORS,Kulgam,India,Rakesh,BOSCH
1331,AX1769602830730,ASSAM WHEELS PRIVATE LIMITED,METRO,India,Aniketh,General
1332,AX1769678625248,KADIWALA AUTO MOBILES,SABARKANTHA,India,Aniketh,General
1333,AX1770294776137,AUTOTUDE CAR CARE,Kangra,India,Rakesh,BOSCH
1334,AX1774527966475,GURUKIRPA AUTOMOBILE,Mukerian,India,Kavya,BOSCH
1335,AX1770010760750,AUTO KING,KOHIMA,India,Kavya,BOSCH
1336,AX1770011210692,ASHOKA AUTO KARE,Fatehpur,India,Kavya,BOSCH
1337,AX1770011612166,PIPLANI CAR SCANNER,Dehradun,India,Kavya,BOSCH
1338,AX1770011999124,CITY AUTOMOBILES,Kashipur,India,Aniketh,BOSCH
1339,AX1774933584128,SVA INNOVATIONS PRIVATE LIMITED,Gurugram,India,Kavya,BOSCH
1340,AX1770015417324,ATUL AUTOMOTIVE SERVICES,Tembhurni,India,Kavya,BOSCH
1341,AX1770962838324,TATHASTU AUTOMOTIVE,Kolhapur,India,Kavya,BOSCH
1342,AX1774434247592,SANDEEP AGENCIES,Kangra,India,Kavya,BOSCH
1343,AX1772523098798,DURGA TRAVELS,DALTONGANJ,India,Kavya,BOSCH
1344,AX1776488378770,BOSCO MOTORS,Motihari,India,Kavya,BOSCH
1345,AX1770024556370,WE REVAMP,UDUPI,India,Basava,BOSCH
1346,AX1770871081420,ZAIRA MOTORS,New Delhi,India,Kavya,BOSCH
1347,AX1770871216800,BHAWANI MOTORS,Bhopal,India,Kavya,BOSCH
1348,AX1774086806498,ASHOK SERVICE CENTRE,Near Navgrah Colony,India,Kavya,BOSCH
1349,AX1770870964796,HIMGIRI AUTOMOBILES,Meerut,India,Kavya,BOSCH
1350,AX1770290973832,ENERGY IN MOTION PVT LTD,Mumbai,India,Aniketh,General
1351,AX1770361957576,BALAJI MOTORS,Sujangarh,India,Aniketh,BOSCH
1352,AX1774935377080,NEW JAI AUTOMOBILES,Ghaziabad,India,Kavya,BOSCH
1353,AX1770362662737,MOTOVISE CAR SERVICES,Bengaluru,India,Basava,BOSCH
1354,AX1770373761981,FACTION AUTOMOBILES DWARKA,New Delhi,India,Kavya,BOSCH
1355,AX1770374448623,UNITED MOTORS,DAHOD,India,Rakesh,BOSCH
1356,AX1772685642691,KRAZY CAR CLINIC,Bokaro Steel City,India,Rakesh,BOSCH
1357,AX1772709968405,MVV MOTORS,LUCKNOW,India,Rakesh,BOSCH
1358,AX1770439597467,INDUS MOTORS,Chennai,India,Unnimaya,General
1359,AX1770545901919,AUTO ADVISOR,Punawale,India,Aniketh,General
1360,AX1770630578538,SRI KRISHNA TECHNICAL SERVICES,Rajahmundry,India,Rakesh,General
1361,AX1770713592694,DEEPAK MOTORS,Bengaluru,India,Basava,General
1362,AX1771823783926,ADITYA AUTOMOTIVE,Bengaluru,India,Sashikala,General
1363,AX1770803955199,SHREE OM AUTOMOBILE,Jaipur,India,Rakesh,BOSCH
1364,AX1770804425378,SHREE FASTRACK AUTOTECH PVT LTD,AHMEDABAD,India,Rakesh,General
1365,AX1772031911730,J J MOTORS,AHMEDABAD,India,Rakesh,BOSCH
1366,AX1770810896884,AUTOROX CAR CARE,PUNE,India,sashikala,General
1367,AX1770813425735,NEXTGEN AUTOOCORP,Meerut,India,Aniketh,General
1368,AX1770874303425,SHIVAY AUTO HUB,Gandhinagar,India,Rakesh,BOSCH
1369,AX1770895902812,GARG ENTERPRISES,Kosi Kalan,India,Rakesh,BOSCH
1370,AX1770898155591,KLEENWEL ENVIRO ENGINEERING SERVICES,FARIDABAD,India,Rakesh,BOSCH
1371,AX1771995756498,VAHAN DETAILING,Khordha,India,Veeresh,General
1372,AX1771222960373,SSS BVR MOTORS,"Jangareddygudem, Eluru District",India,Basava,General
1373,AX1771324082966,KUNJ BHAWANI AUTOMOBILES,Hathras,India,Rakesh,BOSCH
1374,AX1771329571011,UNITY AUTOMOBILE 3,Hosur,India,Unnimaya,BOSCH
1375,AX1773135449862,PREM AUTOMOBILES,Gurgaon,India,Rakesh,BOSCH
1376,AX1773146104391,ZAIRA MOTORS,GREATER NOIDA,India,Rakesh,BOSCH
1377,AX1772686170127,CHOPRASONS,Delhi,India,Rakesh,BOSCH
1378,AX1773051774307,RISING AUTOMOTIVE PVT LTD,Gurgaon,India,Rakesh,BOSCH
1379,AX1772772054996,AUTOPOINT DESIRES PRIVATE LIMITED,GAUTAM BUDH NAGAR,India,Rakesh,BOSCH
1380,AX1771407166842,MOTORAIZERS-SECTOR 90,Gurugram,India,Rakesh,BOSCH
1381,AX1771478227517,AFZAL MOTORS,Khargone,India,Rakesh,General
1382,AX1771479103836,QUTAB AUTOMOBILES,Gurgaon,India,Rakesh,BOSCH
1383,AX1771508943422,Z-FLEETCARE MAKKAH WORKSHOP - BIN BAKHIT,Makkah,Saudi Arabia,Sigod,General
1384,AX1771508970976,Z-FLEETCARE YANBU WORKSHOP - AL ATIFI,Yanbu,Saudi Arabia,Sigod,General
1385,AX1771509070249,Z-FLEETCARE MADINA WORKSHOP - THABIT,Madinah,Saudi Arabia,Sigod,General
1386,AX1771509055458,Z-FLEETCARE TABUK WORKSHOP - AMJAD RUKUN,Tabuk,Saudi Arabia,Sigod,General
1387,AX1771509041112,Z-FLEETCARE ALHASSA WORKSHOP - JAWAHER YOUSUF,Saudi Arabia,Saudi Arabia,Sigod,General
1388,AX1771509026966,Z-FLEETCARE HAIL WORKSHOP - AL SHAMAL,Hail,Saudi Arabia,Sigod,General
1389,AX1771509006960,Z-FLEETCARE QASSIM WORKSHOP - BARQ AL KHALEEJ,Saudi,Saudi Arabia,Sigod,General
1390,AX1771508984623,Z-FLEETCARE TAIF WORKSHOP - NAJM TIRE,Taif,Saudi Arabia,Sigod,General
1391,AX1771509100154,ZAFCO,AAA,Saudi Arabia,Sigod,General
1392,AX1771509292272,THEEB RENT A CAR,AS,Saudi Arabia,Sigod,General
1393,AX1771576085575,AUTOO BOTS,TADEPALLI,India,Rakesh,General
1394,AX1771576605032,KAURA MOTORS NIGERIA LTD,Near Environment House,Nigeria,Afrah/Shajan,General
1395,AX1771677313116,GOBYK BORABANDA,Hyderabad,India,Basava,General
1396,AX1771828255870,CARZMO MOTORS LLP,"Rajpur Sonarpur,",India,Veeresh,General
1397,AX1771841843976,91TRUCKS TRANSPORT NAGAR LUCKNOW,Lucknow,India,Vishnu,General
1398,AX1771842210578,91TRUCKS AUTO NAGAR HYDERABAD,Hyderabad,India,Rakesh,General
1399,AX1771842195448,91TRUCKS MADAVARAM CHENNAI,Chennai,India,Vishnu,General
1400,AX1771842180092,91TRUCKS KATRAJ PUNE,Pune,India,Vishnu,General
1401,AX1771842124660,91TRUCKS NIT FARIDABAD,Faridabad,India,Vishnu,General
1402,AX1771842104050,91TRUCKS VKIA JAIPUR,Jaipur,India,Vishnu,General
1403,AX1771842084144,91TRUCKS OLD DELHI MEERUT ROAD MEERUT,Meerut,India,Vishnu,General
1404,AX1771842040826,91TRUCKS MUNDKA DELHI,Mundka,India,Vishnu,General
1405,AX1771842022941,91TRUCKS SINGHU DELHI,New Delhi,India,Vishnu,General
1406,AX1771842011369,91TRUCKS OKHLA DELHI,"New Delhi,",India,Vishnu,General
1407,AX1771841953531,91TRUCKS UDYOG VIHAR GURGAON,Gurugram,India,Vishnu,General
1408,AX1771841989987,91TRUCKS MANDOLI DELHI,Mandoli,India,Vishnu,General
1409,AX1771841966760,91TRUCKS YESHWANTHPUR BANGALORE,Bengaluru,India,Vishnu,General
1410,AX1771841864816,91TRUCKS PALSPE MUMBAI,Mumbai,India,Vishnu,General
1411,AX1772185311606,ALSA,Abu Dhabi,United Arab Emirates,Unnimaya/Afrah,General
1412,AX1772187587331,AL BARON POWER MOTORS W.L.L,Doha,Qatar,Danya,General
1413,AX1773060673331,NEW CARS INDIA SK MOTORS,MUDALIARPET,India,Rakesh,BOSCH
1414,AX1773135950743,3MR CAR CARE,CHENNAI,India,Unnimaya,BOSCH
1415,AX1773136562012,NEW CARS INDIA ASK MOTORS,Puducherry,India,Rakesh,BOSCH
1416,AX1773137185724,ECO CAR SHINE,Noida,India,Rakesh,BOSCH
1417,AX1773137603285,DASHMESH MOTORS,Delhi,India,Rakesh,BOSCH
1418,AX1773139019833,AUTOO BOTS,TADEPALLI,India,#N/A,General
1419,AX1773219634240,MITTAL AUTOMOBILES,Koderma,India,#N/A,General
1420,AX1773297087852,KING MOTERS,Patna,India,Rakesh,BOSCH
1421,AX1773297532115,CAR CARE INDIA,FIROZABAD,India,Rakesh,BOSCH
1422,AX1774935518654,AMAN AUTOMOBILE AND SERVICE CENTER,Bharatpur,India,Rakesh,BOSCH
1423,AX1773299506690,BANSAL MOTORS,Meerut,India,Rakesh,BOSCH
1424,AX1773383281856,SAWAN MOTORS,MOGA,India,Rakesh,BOSCH
1425,AX1780039660391,RIGHTWAY MOTORS,Bhilwara,India,Rakesh,BOSCH
1426,AX1778208530624,SANGUINE CARS,VILLUPURAM,India,Unnimaya,BOSCH
1427,AX1773385212309,MSM MOTORS,Chennai,India,Unnimaya,General
1428,AX1773642466463,SMILE AUTOMOTIVES,Chennai,India,Unnimaya,General
1429,AX1776921768556,SAINI MOTOR,Yamunanagar,India,Rakesh,BOSCH
1430,AX1773836197393,SPG MOTORS,AMRITSAR,India,Kavya,General
1431,AX1774934760603,TURBO PLUS AUTOMOBILES,Bihar,India,Kavya,BOSCH
1432,AX1773837337058,THE AUTO MART,Jaipur,India,Kavya,General
1433,AX1773897104383,RAABSA AUTO CARE,Anantnag,India,Kavya,BOSCH
1434,AX1774344136554,PR GARAGE,Hyderabad,India,#N/A,General
1435,AX1774416933243,KAURA MOTORS NIGERIA LTD,Kaduna,Nigeria,Afrah/Shajan,General
1436,AX1774429832218,PRAGATI AUTOMOBILE,AHMEDABAD,India,Vishnu,General
1437,AX1774435378460,MULTIBRAND XPERTS SOLUTION PVT. LTD,Gurgaon,India,Kavya,General
1438,AX1774441408567,FM MOTOR SALES & SERVICE,Varanasi,India,Kavya,BOSCH
1439,AX1775020307180,CROSSLAND JAI CARS PVT LTD,JAIPUR,India,Kavya,BOSCH
1440,AX1774442269971,GUPTA CAR CARE,Kankroli,India,Kavya,BOSCH
1441,AX1774515695503,KABIR AND KABIR AUTOMOBILES,MAHOBA,India,Kavya,BOSCH
1442,AX1774516184161,SPECTRUM MOTORS,Ernakulam,India,Unnimaya,General
1443,AX1774516591095,CAR CLINIC,Lucknow,India,Kavya,BOSCH
1444,AX1774847301818,"DELHI PUBLIC SCHOOL, SUSHANT LOK TRANSPORT",Gurugram,India,Aniketh,General
1445,AX1774868074626,UNIVERSAL CAR HUB,Mahoba,India,#N/A,General
1446,AX1774939517384,KS MOTORS,Theni,India,#N/A,General
1447,AX1774948056186,CAVIN BIKE ZONE,Hyderabad,India,#N/A,General
1448,AX1774948722832,SRI SAI LAXMI MARUTHI BIKE ZONE,Hyderabad,India,Kavya,General
1449,AX1776927163918,PAR SERVICES,RAIPUR,India,#N/A,General
1450,AX1775033193058,MIDNIGHT AURA VENTURES PRIVATE LIMITED,Durgapur,India,#N/A,General
1451,AX1775105883485,AUTO REVIVER LLP,Mumbai,India,#N/A,BOSCH
1452,AX1775122486147,CAR ENGINE DETOX,Surat,India,#N/A,General
1453,AX1776927207321,PAR SERVICES,RAIPUR,India,#N/A,General
1454,AX1775728469220,VAAHAN CAR SERVICE CENTER,Pune,India,#N/A,General
1455,AX1775811748242,V2 AUTOMOTIVES,Mulbagal,India,#N/A,BOSCH
1456,AX1775821874883,PINNACLE FINMARK SOLUTIONS PVT LTD,Pune,India,#N/A,BOSCH
1457,AX1775823058172,SAAKAAR'S,Nagpur,India,#N/A,BOSCH
1458,AX1775823680688,UNITED MOTORS,BENGALURU,India,#N/A,General
1459,AX1775824559997,LEADING EDGE AUTOMOTIVES,Davangere,India,#N/A,BOSCH
1460,AX1775825288419,BHARAT MOTOR,Rajkot,India,#N/A,General
1461,AX1775826195777,CARPULZE,SULUR,India,#N/A,General
1462,AX1776055712434,GULONG REPUBLIK,General Santos City,Philippines,Sigod,General
1463,AX1776341056080,SLN AUTO CARE,Belgaum,India,#N/A,General
1464,AX1776401246687,TWINKA ENTERPRISES LLP,Nashik,India,Aniketh,General
1465,AX1776423966695,LUSSO DESIGNS (INDIA) PRIVATE LIMITED,Pune,India,sashikala,General
1466,AX1776426745446,AUTO ZONE SERVICES,Ghaziabad,India,#N/A,BOSCH
1467,AX1776427364238,NEELKANTH ENGINEERING SERVICES,VINDHYANAGAR,India,#N/A,BOSCH
1468,AX1776500585686,BALAJI AUTOMOBILE AND BIKE SERVICE STATION,Maharashtra,India,#N/A,General
1469,AX1776664949033,LAXMI MOTORS,Gorakhpur,India,#N/A,General
1470,AX1776665546079,TECH TUNE MOTORS,Bangalore,India,#N/A,General
1471,AX1776666403398,SHRI RAM MOTORS,Greater Noida,India,#N/A,BOSCH
1472,AX1777956238099,ANAND MULTIVEHICLE SERVICES LLP,Jabalpur,India,#N/A,BOSCH
1473,AX1777956350925,DS MOTORS,Rajkot,India,#N/A,BOSCH
1474,AX1776777970766,GENUINE MOTOR GARAGE,Nangal,India,#N/A,BOSCH
1475,AX1777956009436,NEOPACE AUTOMOBIL,Pune,India,#N/A,BOSCH
1476,AX1776919726730,TURBO MOTORS GARAGE,Doha,Qatar,Sigod,General
1477,AX1776923864247,JSS AUTO WORLD,Jaipur,India,#N/A,General
1478,AX1776924246610,BOBBY AUTOMOBILES,Kolkata,India,#N/A,General
1479,AX1776926711681,BHOPAL KAR O BAR,Bhopal,India,#N/A,General
1480,AX1779254109884,SHREERAM AUTOMOBILES,Noida,India,#N/A,BOSCH
1481,AX1776928698042,SHREE LAXMI AUTO,Chhatrapati Sambhajinagar,India,#N/A,General
1482,AX1777006655407,SPT MOTORS,Kingabwa,Democratic Republic of the Congo,Sigod,General
1483,AX1777023211577,YOUR AUTO EXPERT,Patna,India,#N/A,General
1484,AX1779950673185,CAR SURGEON 2.O OPC PVT LTD,Agra,India,#N/A,BOSCH
1485,AX1777024336175,STAR BS MOTORS,Akluj,India,#N/A,General
1486,AX1779254326004,SANWARIYA MOTORS,Agra,India,#N/A,BOSCH
1487,AX1777454654267,DIBBA AUTO GARAGE & TYRES LLC,Fujairah Emirate,United Arab Emirates,Sigod,General
1488,AX1777622390098,SS REDDY CAR CARE,Hyderabad,India,Rakesh,General
1489,AX1777884964247,AUTOZ365 MOTORSPORTS 2W SERVICE CENTER,GURUGRAM,India,,General
1490,AX1777895860748,UAE AUTOMOBILES,Dubai,United Arab Emirates,,General
1491,AX1779950793210,AL-SAHU AUTOMOBILES,Takoli,India,,BOSCH
1492,AX1779950518682,HARIDRA MOTORS,Surat,India,,General
1493,AX1777972746252,SHODHA CONSTRUCTIONS PVT LTD,Hyderabad,India,Rakesh,General
1494,AX1777985097414,HAVANA AUTOMOTIVE,Ghaziabad,India,,General
1495,AX1778062856746,Z-FLEETCARE JEDDAH NORTH WORKSHOP - SUPER TIRE,Jeddah,Saudi Arabia,,General
1496,AX1778063163541,Z-FLEETCARE RIYADH WORKSHOP - FAJR HATIM,Riyadh,Saudi Arabia,,General
1497,AX1778063681025,Z-FLEETCARE DAMMAM WORKSHOP - AL-LITAR,Dammam,Saudi Arabia,,General
1498,AX1778134300433,RAMRAJA DRIVE AND MART LLP,JHANSI,India,,BOSCH
1499,AX1778149756899,R.K.AUTOMOBILES,Hyderabad,India,Rakesh,General
1500,AX1778564060385,LAC AUTO SERVICE LLC,Dubai,United Arab Emirates,Sigod,General
1501,AX1778663253556,SS MOTORS,Secunderabad,India,,General
1502,AX1778670133485,GULONG REPUBLIK,General Santos City,Philippines,,General
1503,AX1778734204391,VISHNU MOTORS,Hyderabad,India,,General
1504,AX1779347651615,VPX ILIGAN CITY,Iligan City,Philippines,Shajan,General
1505,AX1778844187823,BHARATHA CAR CLINIC,Channarayapatna,India,,General
1506,AX1779187379908,ARPANNA STUDIOS PVT LTD,Mumbai,India,,General
1507,AX1779253770438,HISHAM TRANSPORT,Ernakulam,India,,General
1508,AX1779423810798,MOTORIST DETAILING STUDIO,Madhubani,India,,General
1509,AX1779520930942,CALIBRE AUTOMOTIVE PVT LTD,Hyderabad,India,,General
1510,AX1779687637773,AUTOZ365 MOTORSPORTS 2W SERVICE CENTER,Zirakpur,India,,General
1511,AX1779785750888,OM AUTOCRAFT,Bharuch,India,,General
1512,AX1779790315372,ASR MOTORS,Hyderabad,India,,General
1513,AX1779866082170,JAIN AUTOMOBILES,FATEHPUR,India,,BOSCH
1514,AX1780306558400,SCUDERIA,Rai,Kuwait,Sigod,General
1515,AX1780313966176,2K CAR CARE,Vijayawada,India,Rakesh,General
